Latitude,Longitude,People,Bicycles,Vehicles
1.3376122,103.7389929,7.153558052434457,0.8726591760299626,3.831460674157303
1.3375423,103.7390505,8.225563909774436,1.0977443609022557,3.082706766917293
1.3374745,103.7391143,2.8469387755102042,0.5,2.663265306122449
1.3374084,103.7391774,2.676470588235294,0.0661764705882353,4.801470588235294
1.3373493,103.7392465,1.6307692307692307,0.046153846153846156,10.63076923076923
1.3372986,103.7393211,3.3703703703703702,0.015873015873015872,16.84656084656085
1.3372518,103.7393987,3.1153846153846154,0.0,19.102564102564102
1.3371889,103.7394647,3.10752688172043,0.0,25.150537634408604
1.3371302,103.7395337,2.860869565217391,0.008695652173913044,11.782608695652174
1.3370896,103.7396148,2.5043478260869567,0.017391304347826087,23.556521739130435
1.3371021,103.7397077,6.7155172413793105,0.46551724137931033,25.56896551724138
1.3371153,103.7397967,11.1869918699187,1.4552845528455285,40.46341463414634
1.3371421,103.7398854,12.826923076923077,3.1634615384615383,41.375
1.3371601,103.7399736,14.783475783475783,3.9686609686609686,22.774928774928775
1.3371854,103.7400599,9.429064549534,0.6258198136002762,23.681049361408352
1.337236,103.7401345,7.53,0.13,31.33
1.337304,103.7401981,8.243243243243244,0.13513513513513514,18.55855855855856
1.3373714,103.74026,3.487746563060371,0.8416019127316199,31.818290496114763
1.3373956,103.7403472,4.863636363636363,0.7909090909090909,50.54545454545455
1.3373731,103.740437,2.7604166666666665,1.0,25.166666666666668
1.3373386,103.7405218,1.4959349593495934,0.0,12.617886178861788
1.337333,103.7406141,0.7844827586206896,0.02586206896551724,9.612068965517242
1.3373501,103.7407027,0.8924731182795699,0.010752688172043012,7.0
1.3373677,103.7407916,0.4322033898305085,0.0,1.6694915254237288
1.3373821,103.740881,0.15822784810126583,0.0,1.518987341772152
1.3374136,103.7409661,3.2096774193548385,0.0,4.354838709677419
1.3374807,103.7410276,2.8389830508474576,0.03389830508474576,3.4745762711864407
1.3375546,103.7410796,0.9322033898305084,0.0,1.923728813559322
1.3376196,103.7411435,2.2,0.3047619047619048,1.5333333333333334
1.3376771,103.7412151,2.6770833333333335,0.71875,4.427083333333333
1.3377542,103.7412645,4.247311827956989,3.3870967741935485,2.4193548387096775
1.3378331,103.7413091,3.883495145631068,2.9320388349514563,1.1941747572815533
1.337912,103.7413557,2.54,0.24,2.14
1.3379973,103.741392,2.2389380530973453,0.05309734513274336,5.353982300884955
1.3380729,103.741445,2.0661157024793386,0.0,8.421487603305785
1.3381462,103.7415005,4.5964912280701755,0.017543859649122806,12.368421052631579
1.3382154,103.7415587,3.526315789473684,0.03759398496240601,19.74436090225564
1.3382875,103.7416137,1.9420289855072463,0.7101449275362319,15.992753623188406
1.3383635,103.741663,2.2432432432432434,1.885135135135135,5.966216216216216
1.3384506,103.7416896,3.8846153846153846,1.2461538461538462,6.8
1.3385411,103.7417077,2.323232323232323,0.6363636363636364,10.141414141414142
1.3386316,103.7417151,4.7317073170731705,0.3252032520325203,23.390243902439025
1.3387157,103.7417489,2.5307692307692307,0.1,18.46923076923077
1.3387949,103.7417958,4.0265486725663715,1.7345132743362832,14.15929203539823
1.3388586,103.7418612,2.1074380165289255,0.11570247933884298,16.322314049586776
1.3389107,103.7419354,7.4,0.0625,16.575
1.3389921,103.7419821,13.087912087912088,0.26373626373626374,16.65934065934066
1.3390578,103.7420439,15.93655589123867,0.4380664652567976,15.353474320241691
1.3391424,103.742077,18.46288209606987,2.7510917030567685,10.388646288209607
1.339233,103.7420827,18.38785327720986,2.8184004810583283,10.681900180396873
1.3392934,103.7421505,17.090534979423868,0.4897119341563786,5.304526748971194
1.3393077,103.7422403,4.445255474452555,1.0145985401459854,1.197080291970803
